tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
3595,Right Round ( Mark Brown Remix Dub ),Flo Rida,Right Round Remixes - EP,"Hip-Hop/Rap , Music , Dance , Dirty South",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,6:51,2-Jun-09,39481,Hypnotic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:41,"December 16 , 2013",0
2454,The Tin Man,Kenny Chesney,All I Need to Know,"Country , Music , Urban Cowboy , Contemporary Country",$ 0.99,"1995 , BMG Entertainment",3:25,13-Jun-95,45220,Never Give Up,Yolanda Adams,The Best Of Me - Yolanda Adams Greatest Hits ( U.S. Version ),R&B,$ 0.99,( C ) 2014 Relativity Media,5:19,"May 8 , 2007",0
5004,Forgiveness,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:31,16-Sep-13,49639,Trade Yourself In,Shinedown,The Studio Album Collection,Rock,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:32,"November 8 , 2013",0
1048,Together,"Sam Smith , Nile Rodgers , Disclosure & Jimmy Napes",Together - Single,"Electronic , Music , Dance , Garage , House",$ 1.29,2013 Method Music Ltd.,2:22,25-Nov-13,13722,Drinkin ' Beer And Wastin ' Bullets,Luke Bryan,Doin ' My Thing,Country,$ 1.29,( C ) 2009 Capitol Records Nashville,4:19,"October 2 , 2009",0
6363,Do n't Stop ( feat . A-Trak ) [ Gigamesh Remix ],Lifelike,Gildas KitsunÌ © Club Night Mix # 3,"Electronic , Music",$ 0.99,‰ ãÑ 2012 KitsunÌ ©,2:18,4-Dec-12,9055,Maximal Crazy ( Original Mix ),Caribou Vibration Ensemble,Caffeine for Your Ears,Dance & Electronic,$ 0.89,Caribou Vibration Ensemble,6:49,nan,0
4765,Last Love Song ( NOW What 's Next ! ),ZZ Ward,"NOW That 's What I Call Music , Vol . 49","Pop , Music",Album Only,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:29,4-Feb-14,44508,John ( Feat . Rick Ross ) [ Explicit ],Lil Wayne,Tha Carter IV ( Deluxe Edition ) [ Explicit ] [ + Digital Booklet ],"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2011 Cash Money Records Inc.,4:47,"August 29 , 2011",0
2222,Clean,Ryan Adams,1989,"Rock , Music",$ 1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,21-Sep-15,815,Clean,Ryan Adams,1989,Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,"September 21 , 2015",1
2278,Say Something,A Great Big World & Christina Aguilera,Is There Anybody Out There ?,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",$ 1.29,"2013 , 2014 Epic Records , a division of Sony Music Entertainment",3:49,17-Jan-14,41316,Snow White,James Newton Howard,Snow White & The Huntsman,Soundtracks,$ 1.29,"( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc.",3:24,"May 29 , 2012",0
2549,What I Like About You,5 Seconds of Summer,LIVESOS ( Bonus Track Version ),"Pop , Music",$ 1.29,2014 Capitol Records Ltd.,2:31,15-Dec-14,14098,Seeya [ feat . Colleen D'Agostino ],Mr. Probz,Driving Beats : Electronic Road Trip,"R&B , Rap & Hip-Hop",$ 1.29,2010 Traumashop,6:40,nan,0
1848,Rubidoux,Cold War Kids,Robbers & Cowards,"Alternative , Music , Indie Rock",Album Only,"2007 Downtown Music , LLC .",11:02,12-May-07,10518,Lost At Sea [ feat . Ryan Tedder ],Zedd,Clarity ( Deluxe ),Dance & Electronic,$ 1.29,( C ) 2013 Interscope Records,3:45,"September 24 , 2013",0
5717,Do n't Cry,Kevin Rudolf,To the Sky,"Pop,Music,Hip-Hop / Rap , Rap , R&B / Soul , Rock , Hard Rock",$ 0.99,‰ ãÑ 2010 Cash Money Records Inc.,2:51,15-Jun-10,13335,Drift Away ( Original Mix ),Various artists,Discopolis Ibiza 2014,"Electronica , Dance & Electronic , House",$ 0.99,Discopolis Recordings Limited,7:32,"July 27 , 2014",0
4810,Carried Away ( TiÌÇsto Remix ),Passion Pit,"Club Life , Vol . 3 - Stockholm","Dance , Music , Trance , Electronic",Album Only,‰ ãÑ 2013 Musical Freedom,4:47,18-Jun-13,42443,Stop It ( Explicit Version ) [ Explicit ],Juicy J,Stay Trippy [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Interscope Records,3:21,"August 23 , 2013",0
2767,Anna Sun ( Live ),WALK THE MOON,iTunes Festival : London 2012 - EP,"Alternative , Music",$ 1.29,"2012 RCA Records , a division of Sony Music Entertainment",6:11,10-Sep-12,28870,Rats,The Kinks,"Lola Versus Powerman and the Money-Go-Round , Pt. 1 + Percy ( Deluxe Edition )",Rock,$ 1.29,"( C ) 2014 Sanctuary Records Group Ltd. , a BMG Company , under exclusive license to INgrooves",2:40,"August 25 , 2014",0
1752,Get Low ( Neo Fresco Remix ),Dillon Francis & DJ Snake,Get Low ( Remixes ) - EP,"Dance , Music",$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",4:42,2-Jun-15,19555,Basilisk,Fred V & Grafix,Goggles,Dance & Electronic,$ 0.89,( p ) Hospital Records Ltd,5:00,"March 11 , 2013",0
4797,Ladies,Andy Grammer,Andy Grammer,"Pop , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2011 S-Curve Records,3:32,14-Jun-11,51972,Toy Box,The Wiggles,Ukulele Baby,Children 's Music,$ 1.29,2009 Hypnotize Minds Productions/D-Brady Investments,2:03,"May 3 , 2011",0
2231,Outer Space / Carry On,5 Seconds of Summer,Sounds Good Feels Good ( Deluxe ),"Pop , Music , Alternative , Punk , Teen Pop , Rock",Album Only,2015 Capitol Records Ltd.,6:38,nan,20823,Rockets,Matisyahu,Happy Modern Pop,"Holiday , Miscellaneous , Pop , Hanukkah",$ 1.29,2012 Fallen Sparks Records,3:41,nan,0
6666,The Story of Us,Taylor Swift,Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,"‰ ãÑ 2010 Big Machine Records , LLC .",4:25,25-Oct-10,25907,Secret Love ( Jashon Harris Radio Edit ),Kim Sozzi,Just One Day,"Dance & Electronic , House",$ 1.29,2008 Hi-Bias Records Inc.,3:30,"July 23 , 2013",0
6094,This Is What Makes Us Girls,Lana Del Rey,Born To Die - The Paradise Edition,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,3:58,13-Nov-12,22066,"Toot Toot , Chugga Chugga , Big Red Car",The Wiggles,Hot Potatoes ! The Best of The Wiggles,Children 's Music,$ 1.29,Hospital Records Limited,2:23,"January 21 , 2014",0
6355,Guru Guro,Hey Today !,Gildas KitsunÌ © Club Night Mix # 3,"Electronic , Music",$ 0.99,‰ ãÑ 2012 KitsunÌ ©,0:50,4-Dec-12,7510,Here Comes Trouble,The Icicle Works,Blind ( Expanded Edition ) [ Remastered ],"Alternative Rock , New Wave & Post-Punk",$ 0.99,2011 Beggars Banquet Records Ltd.,4:02,"October 11 , 2011",0
1942,Stupid Girls ( Noize Trip Remix ),P!NK,The Remixes - EP,"Pop , Music",$ 1.29,2007 LaFace Records LLC,3:13,20-Feb-07,12206,Forgive Me Libby,BT and Gregory Tripi,Dark Places ( Original Soundtrack Album ),Soundtracks,$ 0.99,"2015 Damselfish Productions , LLC under exclusive license to Milan Entertainment Inc.",3:13,"June 16 , 2015",0
3537,Wild Ones ( Dave Winnel 's Godspeed Mix ),Flo Rida,Wild Ones ( feat . Sia ) [ Remixes ] Pt. 2 - EP,"Dance,Music,Electronic,Hip-Hop / Rap , Rap , World",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:02,24-Apr-12,37299,Drunken Sailor,Various artists,Principles of House 9.0,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2013 DoppelgÌ_nger,6:47,"August 30 , 2013",0
3489,Co-Pilot,Andy Grammer,Magazines or Novels,"Pop , Music , Rock , Pop/Rock , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,2014 S-Curve Records,3:04,5-Aug-14,55375,La Bamba,The Wiggles,You Make Me Feel Like Dancing,Children 's Music,$ 1.29,2015 D-Box Fever,3:25,"July 13 , 2010",0
228,Track 14,Omi,Me 4 U,"Pop/Rock , Music , Pop , Dance , R&B / Soul",Album Only,"2015 Ultra Records , LLC under exclusive license to Columbia Records , a Division of Sony Music Entertainment",3:41,nan,6135,Sun,Two Door Cinema Club,Beacon ( Deluxe Version ),"Alternative Rock , Indie & Lo-Fi",$ 1.29,( C ) 2012 Glassnote Entertainment Group LLC,3:07,"March 1 , 2014",0
3661,The End,Little Mix,Get Weird,"Pop , Music , Rock , Dance , Teen Pop",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,30289,Remind You,Andy Grammer,Magazines Or Novels,Pop,$ 1.29,( C ) 2014 S-Curve Records,4:27,"August 5 , 2014",0
1240,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],David Guetta & Rihanna,Who 's That Chick ( feat . Rihanna ) - EP,"House , Music , Dance , Rock , Electronic",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,2:45,3-Dec-10,15238,Si Tu No EstÌÁs ( Album Version ),Cosculluela,El NiÌ ± o,"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2011 Nueva Kamada Corp.,4:02,"December 13 , 2011",0
4905,All-American Girl,Carrie Underwood,Carnival Ride,"Country , Music , Rock , Pop , Contemporary Country",$ 1.29,‰ ãÑ 2007 19 Recordings Limited,3:33,22-Oct-07,15914,Yellow Brick Road ( Album Version ) [ Explicit ],Eminem,Encore ( Deluxe Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,( C ) 2004 Aftermath Entertainment/Interscope Records,5:46,"November 4 , 2004",0
5031,All This Could Be Yours - Return to Tackyland,Cold War Kids,Hold My Home ( Deluxe Edition ),"Alternative , Music , Indie Rock , Rock",$ 1.29,‰ ãÑ 2014 Downtown Records,3:19,11-Sep-15,5451,Back in Love ( Radio Edit ),Mynt feat . Kim Sozzi,Back In Love,"Electronica , Dance & Electronic",$ 1.29,( C ) 2014 S-Curve Records,3:22,"July 23 , 2013",0
2633,Stay ( Acoustic ),Little Big Town,The Road to Here,"Country , Music , Honky Tonk , Contemporary Country , Urban Cowboy , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,"2005 Little Big Town , LLC under exclusive license to Capitol Records Nashville",3:47,4-Oct-05,26483,Way Way Back,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:19,"August 7 , 2015",0
3878,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15,23925,Going Away For A While,Brett Eldredge,Illinois,Country,$ 1.29,( c ) Phonotype,3:15,"September 11 , 2015",1
3345,Cameras,Wiz Khalifa,Rolling Papers,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,28-Mar-11,3557,My Life Would Suck Without You,Kelly Clarkson,All I Ever Wanted,Pop,$ 1.29,2014 Scotty 2 Music Ascap,3:31,"March 6 , 2009",0
69,Deflowered ( Hieroglyphic Being Remix ),Special Request,Soul Music,"Dance , Music , Electronic , Rock , Jungle/Drum 'n' bass",$ 1.29,2013 Houndstooth,6:56,21-Oct-13,39049,We Are Broken,Paramore,Riot !,"Alternative Rock , Hardcore & Punk , Pop , Rock",$ 1.29,2011 Twentieth Century Fox Film Corp,3:38,"June 12 , 2007",0
4383,Spring Breakdown,Luke Bryan,Spring Break ... Checkin ' Out ( 5 Song ) - EP,"Country , Music , Contemporary Country",$ 1.29,2015 Capitol Records Nashville,3:46,10-Mar-15,48950,Buy A Heart [ feat . Meek Mill ] [ Explicit ],Nicki Minaj,The Pinkprint ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2014 Cash Money Records Inc.,4:15,"December 15 , 2014",0
5669,You Go Running,Deep Sea Diver,Blended ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Soundtrack",Album Only,‰ ãÑ 2014 WaterTower Music,4:08,20-May-14,10195,Wrecking Ball,TV On The Radio,Cher Lloyd and More,Alternative Rock,$ 1.29,( C ) 2011 Interscope Records,3:41,nan,0
6555,Is It the Beat ? ( Juan Magan Remix ),Selena,Enamorada de Ti,"Regional Mexicano , Music , Latino , Latin Pop",$ 1.29,"‰ ãÑ 2012 Capitol Latin . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Latin , 404 Washington Ave. Suite 700 , Miami Beach , FL 33139",3:26,30-Mar-12,2127,U Wan na Be Me ( Soundtrack Version ) [ Explicit ],Various artists,8 Mile ( Explicit Version ),Rap & Hip-Hop,$ 1.29,"( C ) 2002 Universal Studios , Inc.",3:50,"October 21 , 2002",0
5321,Always,Dubba Jonny,UKF Bass Culture 2,"Dance , Music , Electronic",$ 0.99,‰ ãÑ 2012 UKF Music,6:51,2-Sep-12,25980,Kangaroo Court ( Radio Edit ),Capital Cities,Kangaroo Court EP,Alternative Rock,$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",3:22,"April 1 , 2014",0
5092,F for You,Disclosure,Settle,"Electronic , Music , Dance , Garage , House , Rock",$ 1.29,"‰ ãÑ 2013 Universal Island Records , a division of Universal Music Operations Limited",4:29,4-Jun-13,39511,Flip That Bitch A few Times [ Explicit ],Juicy J,Rubbaband Business [ Explicit ],Rap & Hip-Hop,$ 0.89,2011 Big Kanaka - SoSouth,2:56,"March 22 , 2011",0
4515,Track 13,One Direction,Made In the A.M.,"Pop , Music",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,24099,Grow Old with Me,Beres Hammond,In Flight : Pop,"International , Caribbean & Cuba , Reggae",$ 1.29,"( C ) 2014 Lazy Hooks , LLC Under Exclusive License To Capitol Records , LLC",3:02,nan,0
2118,I Lost My F ***** g Mind,Ryan Adams,Blue Light - Single,"Rock , Music",$ 1.29,2015 PaxAmericana Recording Company,2:53,31-Mar-15,11707,In Memory of My Heart,Buddy Miller,Cruel Moon,"Country , Country Rock , Rock",$ 1.29,2013 Wideboys Ltd,3:22,nan,0
5986,She Ca n't Save Him,Reba McEntire & Trisha Yearwood,Reba Duets,"Country , Music , Honky Tonk , Contemporary Country",$ 0.99,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:02,18-Sep-07,52134,West Coast,Lana Del Rey,Ultraviolence ( Deluxe ) [ Explicit ],Alternative Rock,$ 1.29,( C ) 2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,4:16,"June 17 , 2014",0
626,I 've Got All This Ringing In My Ears and None On My Fingers,Fall Out Boy,Infinity On High,"Alternative , Music , Rock , Adult Alternative , Punk",$ 0.99,2007 The Island Def Jam Music Group,4:06,6-Feb-07,55071,I 'm Walking on Air,Various artists,"Workout Motivation Music : Best Songs for Aerobics Exercises . Spinning , Step , Running , Zumba Dance & Fitness",Pop,$ 0.99,( C ) 2015 Classics TH,3:43,"April 20 , 2015",0
4282,I Wo n't Tell a Soul,Charlie Puth,I Wo n't Tell a Soul - Single,"Pop , Music , Rock",$ 1.29,"2015 Artist Partner Group , Inc",3:07,21-Aug-15,36004,Two-Part Invention No. 11 ( BWV 782 ) ( Instrumental ),BÌ © la Fleck,Perpetual Motion,Classical,$ 0.99,2012 El Artesano Music Inc,0:55,"October 2 , 2001",0
6866,Peer Pressure ( feat . Traci Nelson ),Snoop Dogg,Doggumentary,"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .",4:07,29-Mar-11,24585,The Butterfly Killers,Partial Reptile,Industrial Lullabies [ Explicit ],Dance & Electronic,$ 0.99,( C ) 2007 Oventas Records,3:15,"June 28 , 2007",0
383,Stronger ( Back On the Ground ),Nick Jonas & The Administration,Who I Am,"Rock , Music , Pop , Teen Pop , Pop/Rock",$ 0.99,2010 Jonas Enterprises,4:54,2-Feb-10,12847,Deathblow,Deftones,Deftones,"Hard Rock & Metal , Rock",$ 1.29,( C ) 2010 CC Entertainment,5:28,"May 19 , 2003",0
3597,Sugar ( Mondotek Remix Dub ),Flo Rida,Sugar Remixes ( feat . Wynter ),"Hip-Hop/Rap , Music , Dirty South , Dance",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,4:42,2-Jun-09,19018,Do n't Want You To Cry,Kevin Lyttle,Fyah,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2009 The Island Def Jam Music Group,4:54,"December 15 , 2009",0
4336,Take My Drunk Ass Home ( Demo ),Luke Bryan,Spring Break ... Here to Party,"Country , Music , Contemporary Country",$ 1.29,"2013 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",3:22,1-Mar-13,54498,I Have Nothing ( Remastered ),Whitney Houston,Whitney The Greatest Hits,Pop,$ 1.29,2014 Chris Young,4:47,"August 1 , 2009",0
1893,Family Tree,Naughty By Nature,Iicons,"Hip-Hop/Rap , Music , Rock , East Coast Rap",$ 0.99,2002 The Orchard,5:30,23-Apr-02,5574,Coming Down,Halsey,Badlands ( Deluxe ) [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 Astralwerks,3:43,"August 28 , 2015",0
4514,Track 13,One Direction,Made In the A.M.,"Pop , Music",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,17223,Tutto un programma [ Explicit ],Elle U,Fiero di me [ Explicit ],Rap & Hip-Hop,$ 0.69,Double King Records,3:31,"December 1 , 2014",0
1619,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,53063,Loveless,X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,3:19,"June 30 , 2015",0
5161,The Motto ( Bonus Track ) [ feat . Lil Wayne ],Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,3:01,15-Nov-11,32692,War Face ( Ask Fi War ) [ Remix ],Bounty Killer,My Xperience,"International , Caribbean & Cuba , Reggae",$ 0.99,"1996 , VP Music Group , Inc",3:41,"September 17 , 1996",0
4326,Tackle Box,Luke Bryan,I 'll Stay Me,"Country , Music , Contemporary Country , Pop",$ 1.29,"2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",4:02,14-Aug-07,23361,Tackle Box,Luke Bryan,I 'll Stay Me,Country,$ 1.29,"( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",4:02,"August 14 , 2007",1
335,All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ],Major Lazer,Peace Is the Mission,"Electronic , Music , Reggae , Modern Dancehall , Dance",$ 1.29,2015 Mad Decent,3:49,1-Jun-15,53381,Mi2mi2 Cat,Sulumi,Visit < Partial Works < Remix,"Electronica , Dance & Electronic",$ 0.99,( c ) Shanshui records,0:47,"July 1 , 2005",0
1198,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,24-Nov-14,38002,The Rain,Calvin Harris,Ready For The Weekend,Dance & Electronic,$ 1.29,"( C ) 1994 UMG Recordings , Inc.",4:35,"July 23 , 2013",0
1249,The Alphabeat,David Guetta,Nothing But the Beat 2.0,"Dance , Music , Electronic , Rock , House",$ 0.99,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",4:29,26-Aug-11,4331,Sleeprace,Cephalic Carnage,Anomalies,"Thrash & Speed Metal , Hard Rock & Metal , Rock",$ 0.99,"( c ) 2005 Relapse Records , Inc.",2:45,"March 15 , 2005",0
6045,Aura,Lady Gaga,ARTPOP,"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Interscope Records,3:55,11-Nov-13,35599,Be My Babysitter,Brutal Knights,Partial Discography,"Alternative Rock , Hardcore & Punk , Hard Rock & Metal , Hard Rock , Rock",$ 0.99,2008 Deranged Records,1:15,"September 23 , 2008",0
2935,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,Uptown Special,"Pop , Music , R&B / Soul , Soul , Funk , Electronic",$ 1.29,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,12-Jan-15,46164,Love Is Never-Ending,Brad Paisley,The Collection,Country,$ 0.99,( C ) 2014 Essential Media Group LLC,3:58,"December 16 , 2014",0
3870,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15,23901,Going Away For A While,Brett Eldredge,Illinois,Country,$ 1.29,( c ) Phonotype,3:15,"September 11 , 2015",1
2664,Real Gone ( Edit ),Billy Ray Cyrus,Country Sings Disney,"Country , Music",$ 1.29,2008 Walt Disney Records,3:32,5-Aug-08,1782,Carrying Your Love With Me ( Edit ),George Strait,50 Number Ones,Country,$ 1.29,"( C ) 2004 MCA Nashville , a Division of UMG Recordings , Inc.",3:07,"October 5 , 2004",0
4345,Dirt Road Diary,Luke Bryan,Crash My Party,"Country , Music , Contemporary Country",$ 1.29,2013 Capitol Records Nashville,3:28,13-Aug-13,21766,Hey,The Goo Goo Dolls,Hold Me Up,"Thrash & Speed Metal , Hard Rock & Metal , Rock",$ 0.99,"( c ) 1990 Metal Blade Records , Inc.",2:51,"July 22 , 2008",0
1092,Holding On ( feat . Gregory Porter ),Disclosure,Holding On ( feat . Gregory Porter ) - Single,"Electronic , Music",$ 1.29,"2015 Island Records , a division of Universal Music Operations Limited",5:15,26-May-15,36907,From Afar,David Guetta,Pop Love,"Dance & Electronic , House",$ 0.99,2012 Blue Drum Records,4:22,nan,0
5219,I Hate That You Love Me,Diddy - Dirty Money,Last Train to Paris,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,‰ ãÑ 2010 Bad Boy/Interscope Records,3:35,14-Dec-10,51769,Big Lovin ' Woman,Shemekia Copeland,Turn The Heat Up,"R&B , Blues , Classic R&B , Electric Blues Guitar , Modern Blues",$ 0.99,"1999 Alligator Records & Artist Management , Inc.",3:43,"May 5 , 1998",0
2983,Kids,Style of Eye,Ultra Music Festival 2014,"Dance , Music , Electronic",$ 1.29,"2014 Ultra Records , LLC",4:56,3-Mar-14,33824,Colors,Yuna,Nocturnal ( Deluxe Edition ),Pop,$ 1.29,"( C ) 2013 The Verve Music Group , a Division of UMG Recordings , Inc.",3:39,"October 29 , 2013",0
950,White Christmas,Taylor Swift,The Taylor Swift Holiday Collection - EP,"Holiday , Music , Country , Honky Tonk , Christmas",$ 1.29,"2008 Big Machine Records , LLC",2:34,14-Oct-07,31885,Night By Night,DJ Laz Feat . Flo Rida & Casely,Move it and Lose It,"Rap & Hip-Hop , Pop",$ 1.29,2008 VIP Music label,3:45,nan,0
6164,`` I Like Large Parties '',Elizabeth Debicki,The Great Gatsby ( Music from Baz Luhrmann 's Film ) [ Deluxe Edition ],"Soundtrack , Music , Classical , Soundtrack",Album Only,‰ ãÑ 2013 Interscope Records,0:09,7-May-13,6961,Haunted ( Clean Version ),Beyonce,BeyoncÌ © [ Clean ] [ + video ],Pop,$ 1.29,( p ) 2012 Hospital Records,6:09,"December 20 , 2013",0
5860,Beautiful,Carly Rae Jepsen & Justin Bieber,Kiss,"Pop , Music , Rock , Vocal , Dance , Teen Pop , World",$ 1.29,‰ ãÑ 2012 School Boy/Interscope Records,3:17,18-Sep-12,49770,Mary Jane ( All Night Long ),Mary J. Blige,The Tour,R&B,$ 1.29,( C ) 1998 Geffen Records,2:20,"July 28 , 1998",0
2812,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap",$ 1.29,"2012 Macklemore , LLC .",4:15,9-Oct-12,47863,Cowboy Boots,Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:17,"October 9 , 2012",1
3940,It Girl,Jason Derulo,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.99,2011 Warner Bros. . Records Inc.,3:13,16-Sep-11,35185,Our Love,Caribou,Our Love,"Alternative Rock , Indie & Lo-Fi , Rock",$ 0.89,2014 Merge Records,5:34,"October 7 , 2014",0
2624,Stay ( Acoustic ),Little Big Town,The Road to Here,"Country , Music , Honky Tonk , Contemporary Country , Urban Cowboy , Singer/Songwriter , Contemporary Singer/Songwriter",$ 1.29,"2005 Little Big Town , LLC under exclusive license to Capitol Records Nashville",3:47,4-Oct-05,53034,First Show ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:11,"June 30 , 2015",0
4603,You 're Not My God,Keith Urban,Golden Road,"Country , Music , Honky Tonk , Contemporary Country",$ 1.29,2002 Capitol Records Nashville,8:31,4-Oct-02,45385,You Know That I Know,Yolanda Adams,The Best Of Yolanda Adams,"Gospel , Christian",$ 0.99,( C ) 2004 Universal International Music BV,4:15,"January 1 , 1990",0
5131,Money Machine,Birdman,Pricele $ $,"Hip-Hop/Rap , Music , Dirty South",$ 0.99,‰ ãÑ 2009 Cash Money Records Inc.,3:20,23-Nov-09,8136,Brainfreeze ( Original Mix ),The Squatters,Brainfreeze,"Electronica , Dance & Electronic , House",$ 0.99,Copyright Control 2012,5:05,"October 19 , 2012",0
