tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
3763,Cave Digger,nan,Mike helps dig tunnels that are used as underground wine caverns.  Later he works behind the scenes with Southwest Airlines as a baggage handler.  He also gets to work with the airport incinerator.,5.0,3.0,nan,nan,nan,2007-02-20,nan,2007-01-01,nan,nan,nan,57,nan,Karen Williams,nan,nan,nan,nan,guestStars,0
5309,nan,Adelaide Clemens,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6795,F4 After Story 1,nan,nan,3.0,0.0,2009-04-28,nan,0
1360,Poison a la Carte,nan,"Someone's poisoned a lecherous producer during a banquet prepared by Fritz, and Wolfe starts investigating the kitchen before the victim has even stopped breathing.  He boils down the pool of suspects to one of five female servers, but it takes a clever ruse to bring the killer out into the open.  Meanwhile Archie finds himself enjoying the attention of the nubile young servers.",8.0,2.0,nan,nan,nan,2002-05-26,nan,2002-01-01,nan,nan,nan,4012,nan,Darryl LeMont Wharton,nan,nan,nan,nan,guestStars,0
5586,nan,Takuji Mogi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3500,nan,Ann Guilford-Grey,nan,nan,nan,nan,guestStars,0
2735,nan,Justin Magnum,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,236,The Baptism,nan,The Jewish fiance of Cheryl's sister converts to Christianity; Richard Lewis accuses Larry of stealing the outgoing message on his answering machine.,9.0,2.0,2001-11-18,nan,0
2166,nan,Michal Kondrla,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4563,nan,nan,nan,3.0,1.0,1980-05-09,nan,0
5269,nan,Chestnut Walnut Unlimited,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6992,nan,David Orrick McDearmon,nan,nan,nan,nan,directors,0
4389,nan,William C. Gerrity,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1888,The Greenough Family Massacre,nan,"'The small hamlet of Greenough, near Geraldton, in Western Australia, some 400 kilometres north of Perth, will forever be associated with one the most horrific murders in Australian criminal history.In 1993, Karen MacKenzie and her three small children were violently murdered at their isolated house. The brutal and random nature of the attack was eerily similar to ''In Cold Blood'', Truman Capote's world-famous study of a family murder in an isolated house in America.When the Greenough killer was finally tracked down, charged and convicted, much of the evidence was too horrific to be made public.",12.0,1.0,2005-08-01,nan,0
3187,Different Dreams,nan,"During the Japanese colonial rule of Korea, a Korean surgeon who was raised by a Japanese family becomes a spy for the Korean government.",nan,nan,1.0,24.0,nan,2019-05-04,2019-06-08,2019-01-01,35, Drama,KR,1841,Ringing from the Darkness - The Secret of the Chocolate Box (2),nan,"The clock is rapidly ticking for Kwon Joo as her captors prepare to bury her alive. Meanwhile, Eun Byul's own life is in danger as she's hidden in a location unknown to the police.",5.0,1.0,2017-02-04,nan,0
2985,nan,Delia Fine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4658,Superstar in Norway,nan,"When it was announced that Justin Bieber was scheduled to perform in Oslo, Norway totally lost it. The nation’s disappointment was even greater when Bieber cancelled his performance after just one song, due to some water on the stage. This is the investigative musical about what really happened in the 24 hours when the world's biggest star visited one of the smallest countries in the world.",2.0,1.0,2018-02-26,nan,0
1099,nan,Stina Richardson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5993,nan,Michael Richards,nan,nan,nan,nan,guestStars,0
802,Chapter 61,nan,"Petrov tries to influence affairs in the U.S. Jane discusses her agenda with Claire. With her job at stake, Leann reaches out to a reporter for help.",9.0,5.0,nan,nan,nan,2017-05-30,nan,2017-01-01,nan,nan,nan,5352,Ringing from the Darkness - The Secret of the Chocolate Box (1),nan,"When Go Dong Chul's death is ruled a suicide, Kwon Joo realizes she must take things into her own hands. Jin Hyuk hurries to find the victim, whom he knows personally, of a kidnapping case.",4.0,1.0,2017-01-22,nan,0
3564,Interior Decorator,nan,Larry has some medical problems involving a certain bracelet. No biggy. Then larger problems arise when Larry finds out he shares the same interior decorator as Diane Keaton.,5.0,1.0,nan,nan,nan,2000-11-12,nan,2000-01-01,nan,nan,nan,1755,Reef Ball Maker,nan,Mike rolls up his sleeves and gets dirty in order to help create an artificial underwater reef. It's a dirty job that is helping to revitalize fish and coral populations in areas that have been devastated by pollution.,16.0,3.0,2007-11-06,nan,0
3791,nan,Patricia Johnson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2911,Being Mary Jane,nan,"Mary Jane Paul is a one-woman-show: a successful TV news anchor, and an entirely self-sufficient powerhouse who remains devoted to a family that doesn't share her motivation. Intense drama and unforgettable moments unfold as Mary Jane juggles her life, her relationships, her work, and commitments to her family.",nan,nan,2013-07-02,nan,0
5712,nan,Ye?im Salk?m,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1369,"Early Twentieth Century, 1914-1939",nan,"The refined world-weariness of W.B. Yeats, Wilfred Owen, Edward Thomas, Robert Frost, T.S. Eliot, and W.H. Auden. Featured performers: Isla Blair, Cyril Cusack, Nicholas Gecks, Stacy Keach, and Ian Richardson.",15.0,1.0,1984-12-02,nan,0
1920,Coal Miner,nan,"Mike helps a family in New Jersey demolish and recycle parts from 100 year old buildings on an old college campus. Finally, Mike enters the dangerous world of a coal miner in an upstate Pennsylvania coal mine.",13.0,2.0,nan,nan,nan,2006-08-08,nan,2006-01-01,nan,nan,nan,4804,Episode 4,nan,nan,4.0,1.0,2015-07-14,nan,0
2715,To Open a Door,nan,nan,23.0,5.0,nan,nan,nan,1958-04-06,nan,1958-01-01,nan,nan,nan,788,Clubbing,nan,"Ash invites Freddie, Stuart, Penelope and Mason to go clubbing, which Freddie and Stuart turn into a popularity contest. Meanwhile, Violet arranges to go and visit her latest online suitor... even though he lives in Argentina. ",4.0,1.0,2013-05-20,nan,0
4550,The Avenging Phantom/Myth Conceptions,nan,"'In ''The Avenging Phantom,'' ten year old Jimmy is afraid to sleep in the dark, -- almost as much as he's afraid of the mean old lady at the variety store, the Mongrel that chases him home every day, and the bully who constantly torments him.In ''Myth Conceptions,'' while digging in Greece, a greedy Fortune Hunter searches out the ancient cave ruins of the Greek legend Medusa.    ",3.0,2.0,nan,nan,nan,1994-09-24,nan,1994-01-01,nan,nan,nan,6837,nan,nan,nan,5.0,1.0,2016-12-09,nan,0
5852,Robert Blake,nan,"LAPD Homicide Detective Ron Ito works relentlessly to uncover the secrets behind the 2001 murder of actor Robert Blake's wife, Bonnie Lee Bakley.",1.0,1.0,nan,nan,nan,2016-09-10,nan,2016-01-01,nan,nan,nan,583,nan,Lou DiMaggio,nan,nan,nan,nan,guestStars,0
1167,Gesundheit,nan,nan,25.0,3.0,nan,nan,nan,1956-02-26,nan,1956-01-01,nan,nan,nan,6253,nan,Eric Poppick,nan,nan,nan,nan,guestStars,0
2194,nan,Frances Hodgson Burnett,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4260,nan,Christopher McCulloch,nan,nan,nan,nan,actor,0
3602,nan,Julia Evershade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5577,Episode 1,nan,"'Sketches:Indian Office,Check Please - Fat,What does it mean to be a Sikh?,Calcutta Male Vocal Choir,New Image Muffins,Check Please - Rash,What does it mean to be a Hindu?,Smita Smitten,Cinema Ad,Going For An English,Check Please - Models,Guru - Rhapsody,Briefly Encountered,Muslim Gag,Dinner at the Coopers,Check Please - Fish smell,Kiss My Chuddies (song),Guru Doorstepper - Becoming a Hindu.",1.0,1.0,1998-01-12,nan,0
2957,nan,Eli Skorcheva,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2305,nan,nan,nan,1.0,1.0,1980-05-07,nan,0
2452,Michael Cera,nan,"Zach puts Michael Cera, the Superbad and Juno star in the hot seat for this special Comedy Death-Ray interview.",1.0,1.0,nan,nan,nan,2008-01-04,nan,2008-01-01,nan,nan,nan,154,nan,Jodie Foster,nan,nan,nan,nan,director,0
5525,Escape to the House of Mummies Part II,nan,"Team Venture find themselves trapped in the clutches of a bloodthirsty Egyptian cult and their time machine.  Doc narrowly escapes and teams up with Master Billy Quizboy and Pete White, but promptly forgets to mount a rescue.  So it's up to Brock and a pantheon of history's greatest men to find another way out.",4.0,2.0,nan,nan,nan,2006-07-16,nan,2006-01-01,nan,nan,nan,7235,nan,Jan Tilman Kiwe,nan,nan,nan,nan,writers,0
5149,nan,Alan Smithee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,145,Wild Goose Chase,nan,"'Mike Rowe goes on a wild goose chase - literally! After traveling to the tundra, Mike joins forces with a team of workers that round up a flock of wild geese with airplanes.",22.0,0.0,2007-08-27,nan,0
2108,nan,John Le Mesurier,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2819,nan,Robert Pugh,nan,nan,nan,nan,actor,0
2130,ORB,nan,"Billy Quizboy has spent thirty years trying to decipher a series of cryptic clues hidden in Rusty Venture Cartoon Show episodes. Finally the solution to the mystery is at hand, but the answer forces Brock to discover what his true orders are.",11.0,3.0,nan,nan,nan,2008-08-10,nan,2008-01-01,nan,nan,nan,6819,nan,Paul Lieber,nan,nan,nan,nan,guestStars,0
4316,nan,Roman Ferianc,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4744,Mystery Of The Homestead Murders,nan,"'The quick mind of a country telephone exchange supervisor led to a horrific discovery at a NSW country homestead in 1978. The supervisor had been checking complaints that the phone line to “Summerfield” station, near the southern town of Jerilderie, was out of order.Living at the old homestead was a celebrated “gun” shearer Mick Lewis, his wife Sue and their two small children.After trying the line off and on for several hours it was finally answered by a tiny girl who said her mother and father were sleeping. When asked to wake her mother the child replied in a faltering voice: “I don’t like Mummy anymore ‘cause Mummy’s turning black”.",10.0,3.0,2009-11-26,nan,0
2516,Episode 21,nan,nan,21.0,2.0,nan,nan,nan,2017-08-14,nan,2017-01-01,nan,nan,nan,5336,Ougi Dark - Part 2,nan,"'To stop Ougi from meddling further, Koyomi has a final confrontation with her. ",6.0,5.0,2017-08-13,nan,0
3321,nan,Keith Sewell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5509,nan,Alfre Woodard,nan,nan,nan,nan,guestStars,0
834,Back in Business,nan,nan,5.0,2.0,nan,nan,nan,2009-05-31,nan,2009-01-01,nan,nan,nan,371,nan,Scott Silveri,nan,nan,nan,nan,writers,0
5963,Episode 3,nan,"Julie is kidnapped from her apartment by a band of Isz.  Maxx and Mr. Gone battle at the Gas Station.  Thinking he's won, Mr. Gone returns home, where Julie Winters waits, tied up.  After a revealing exchange, Julie manages to free herself and attacks Gone just before he reveals a dark secret to her...",3.0,1.0,nan,nan,nan,1995-04-17,nan,1995-01-01,nan,nan,nan,2599,nan,MTV,nan,nan,nan,nan,nan,0
4348,nan,Anonymous Content,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,4495,Wicked Web,nan,"'30-year-old Mel Dyson is a successful accountant with a contentious relationship with his common law wife, Dixie. Dixie and Mel separate for a while and Dixie meets Rico Vasquez, an ex-marine playboy whose affection she buys with lavish gifts. Dixie gets back with Mel, but never breaks it off with Rico. After one of their sessions Dixie proposes Mel have an ''accident' and they use the money to travel far away together.",3.0,1.0,2013-11-16,nan,0
1533,nan,Monique Dury,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4599,nan,Roy Delruth,nan,nan,nan,nan,directors,0
2571,The Milkman,nan,nan,12.0,1.0,nan,nan,nan,1960-12-04,nan,1960-01-01,nan,nan,nan,2871,After the Play Has Ended,nan,"Lee Yeong, the crown prince is in charge of the King's 40th birthday and the reception for the Qing's envoy. Furthermore, the crown prince invited Gisaengs from all of the country of the eight provinces and he started to create dance for the Gisaengs. ",4.0,1.0,2016-08-30,nan,0
5948,nan,Azadeh Moussavi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4503,nan,Jim O'Heir,nan,nan,nan,nan,guestStars,0
4467,How I Got My Water Feature,nan,"It's 1998, and Ground Force is at its height and Simon feels a desperate need for a water feature. Meanwhile, the women of Melody Crescent feel a desperate need to 'sloshercise' with hunky training instructor Tiger. Elaine Paige makes a stunning appearance in Simon's imagination. Warning: contains showtunes.",3.0,2.0,nan,nan,nan,2009-11-27,nan,2009-01-01,nan,nan,nan,94,nan,Eric Wojtanik,nan,nan,nan,nan,writers,0
817,Episode 3,nan,nan,3.0,2.0,nan,nan,nan,2014-09-17,nan,2014-01-01,nan,nan,nan,5191,Chapter 57,nan,"Nine weeks after Election Day, the Underwoods work to consolidate their power. Leann tries to track down a missing Aidan Macallan.",5.0,5.0,2017-05-30,nan,0
4153,Curb Your Enthusiasm,nan,"The off-kilter, unscripted comic vision of Larry David, who plays himself in a parallel universe in which he can't seem to do anything right, and, by his standards, neither can anyone else.",nan,nan,9.0,90.0,nan,2000-10-15,2017-12-03,2000-01-01,30,Comedy,US,4477,nan,Tom Verrall,nan,nan,nan,nan,guestStars,0
5895,Chapter 66,nan,"As the first woman president, Claire faces increased scrutiny and threats. Sibling power couple Annette and Bill Shepherd attempt to influence policy.",1.0,6.0,nan,nan,nan,2018-11-02,nan,2018-01-01,nan,nan,nan,6046,nan,Lisa Newman-Williams,nan,nan,nan,nan,guestStars,0
601,Spanish on the Fly,nan,nan,6.0,1.0,nan,nan,nan,2000-08-03,nan,2000-01-01,nan,nan,nan,319,nan,Jacob Radis,nan,nan,nan,nan,guestStars,0
1017,nan,Kristen Wiig,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5874,nan,?esk? televize,nan,nan,nan,nan,nan,0
5964,nan,Sergei Kurilov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3262,nan,Bryan Gordon,nan,nan,nan,nan,directors,0
4627,Secret Answer,nan,"'A spirited wife challenges the stodgy attitudes of researcher husband by refusing to respond to one of his survey questions: ''If you had it to do all over again, would you marry the same person?''",18.0,1.0,nan,nan,nan,1954-01-17,nan,1954-01-01,nan,nan,nan,2851,nan,Michael Hurst,nan,nan,nan,nan,guestStars,0
3810,Episode 1,nan,nan,1.0,1.0,nan,nan,nan,1971-09-12,nan,1971-01-01,nan,nan,nan,661,Bad Medicine,nan,"More drug-related homicides are occurring. Pembleton is still relegated to desk duty and now so is Kellerman. A federal grand jury investigation is being conducted that goes back to the time when Mike was in the arson unit. Frank is still not taking his medicine and getting ready for the range test. Brodie moves out of Munch's place and into Bayliss'. Lewis finds out that the witness to his drug homicide has been brought downtown. He goes after him and meets Stivers, a female detective in narcotics. Lewis's witness points toward Luther Mahoney as the initiator of the contract. They go to find the executor, who's been executed. Stivers pages Mahoney and he comes in for questioning, but they can't make a case that Danvers thinks will stick. Frank misses a passing grade on his test by four points.",4.0,5.0,1996-10-25,nan,0
5666,What Color is Your Cleansuit?,nan,"A three-month period in the lives of our heroes and villains is chronicled. Dr. Venture recruits college interns to help him complete a project for J.J. in time, but things go awry. Dean makes a life-changing decision after Triana rejects him, and Billy Quizboy acquires a new archenemy.",1.0,5.0,nan,nan,nan,2013-06-02,nan,2013-01-01,nan,nan,nan,2447,nan,Lawrence Tierney,nan,nan,nan,nan,guestStars,0
5814,nan,Raimund Wallisch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2619,nan,Airi Lampinen,nan,nan,nan,nan,guestStars,0
3948,nan,Dipankar Dey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6836,Karen Bee - Part 4,nan,"Araragi tries to get Karen and Tsukihi to tell him about the incident, however they refuse and Tsubasa has to explain to him that while investigating Sengoku’s curse, Karen met up with Kaiki Deishuu and had something done to her. Later on, while in the bath, Shinobu suddenly comes out of Araragi’s shadow again and tells him that she recognizes that Karen has an oddity Oshino once told her about – the Wreathe-Fire Bee. The two end up reconciling, with Araragi realizing that if he has the lifespan of a vampire, Shinobu will be the only one left beside him after hundreds of years.",4.0,2.0,2012-01-28,nan,0
4519,Feeling Ambushed,nan,Mary Jane and Justin's relationship is tested when their notoriety on social media leads to discoveries about Justin's past. Kara makes her own discovery about the girlfriend of one of Orlando's teammates.,16.0,4.0,nan,nan,nan,2017-08-22,nan,2017-01-01,nan,nan,nan,1642,Feeling Ambushed,nan,Mary Jane and Justin's relationship is tested when their notoriety on social media leads to discoveries about Justin's past. Kara makes her own discovery about the girlfriend of one of Orlando's teammates.,16.0,4.0,2017-08-22,nan,1
4259,Crosetti,nan,"Crosetti's body is found and Bolander is the primary and he thinks the evidence points to suicide. If it is a suicide, there will be no honor guard for the funeral. Refusing to accept the death as a suicide, Meldrick launches his own investigation and tries to thwart Bolander's investigation. Bayliss and Pembleton make arrangements for the funeral reception. Pembleton has reservations about going into the church for the services. Munch works with his brother, an undertaker, to arrange for a coffin. The preliminary ME report shows Crosetti had a blood alcohol level of .25 and wide variety of anti-depressants, The verdict: suicide.",6.0,3.0,nan,nan,nan,1994-12-02,nan,1994-01-01,nan,nan,nan,3907,nan,Jennifer Salt,nan,nan,nan,nan,writers,0
2034,Maggot Farmer,nan,Mike moves a giant cactus in Arizona and then helps raise maggots on a farm in Idaho.,24.0,4.0,nan,nan,nan,2008-12-02,nan,2008-01-01,nan,nan,nan,137,nan,Jesse Warn,nan,nan,nan,nan,director,0
818,"Parys underground, Anglesey",nan,nan,4.0,1.0,nan,nan,nan,2004-07-11,nan,2004-01-01,nan,nan,nan,7754,nan,LaTanya Richardson,nan,nan,nan,nan,guestStars,0
1237,nan,Necdet Mahfi Ayral,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6327,War Photographer,nan,nan,63.0,0.0,2014-09-24,nan,0
3842,nan,Henry van Lyck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7368,nan,Raina Scott,nan,nan,nan,nan,guestStars,0
469,nan,Damien Samways,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4489,nan,Antoinette Bower,nan,nan,nan,nan,guestStars,0
2835,nan,?????????? ?????,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2129,Torn,nan,"A call to return to Aydindril and a desire to stay with Richard results in two Kahlans, one representing Kahlan's rational mind and the other her irrational heart. Richard realizes the mistake and must reconcile the elements of Kahlan's soul before Zedd, captured by the rational Kahlan, is put to death. ",11.0,2.0,2010-02-13,nan,0
2149,Ghost of a Chance,nan,"'Bayliss and Pembleton continue to struggle with the Watson case. Bolander and Munch discuss ''''iguana style'''' and are called to check out the homicide of a victim that isn't dead, at least the first time they're called. While checking out some leads for the Watson case, Crosetti gives his theory on the conspiracy to kill Abraham Lincoln. Lewis wants to flood Memorial Stadium. Bolander expresses an interest in Dr. Blythe; Munch advises and sends flower's in Stan's name. Danvers needs a stronger case; however, Howard is frustrated with a dead end. Then the ghost of the victim leads her to the undiscovered proof. Tim attends Adena's funeral.",2.0,1.0,nan,nan,nan,1993-02-03,nan,1993-01-01,nan,nan,nan,7252,nan,nan,nan,3.0,2.0,1964-09-24,nan,0
1858,nan,David Perry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7241,nan,Caroline Jones,nan,nan,nan,nan,guestStars,0
3374,nan,Chris Evans,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5034,The Color of Venom,nan,"Adam agrees to transport a girl prisoner, Luana Monet, from Tahiti to police custody on the Island of Ralatea.",18.0,1.0,1960-02-08,nan,0
3390,"Simple Animals: Sponges, Jellies, & Octopuses",nan,"'Hank introduces us to the ''simplest'' of the animals, complexity-wise: beginning with sponges (whose very inclusion in the list as ''animals'' has been called into question because they are so simple) and finishing with the most complex molluscs, octopuses and squid. We differentiate them by the number of tissue layers they have, and by the complexity of those layers.",22.0,1.0,nan,nan,nan,2012-06-25,nan,2012-01-01,nan,nan,nan,3744,White Lies,nan,"An article appears in The Baltimore Sun about Kellerman and the other members of the arson unit who are under investigation. Munch investigates the death of women whose husband returned home to find her dead, cause unknown. He suspects the husband but Cox thinks differently. Pembleton tries to help Bayliss close the Lambert case. The article puts Kellerman on edge and he goes to Roland's office where he discovers Roland is a federal witness. This incident gets him suspended until he takes a polygraph test. Brodie gets an offer to stay at Kay's place. Munch presses his witness and breaks him but Cox's evidence still says otherwise. Kellerman takes the test and while waiting for the result tells Lewis the truth. Cox visits Munch's suspect in his cell. Frank reflects on his past and the future. Kellerman passes the polygraph, but so did the federal witness; one of them beat the test.",6.0,5.0,1996-11-08,nan,0
5923,"[64- 65] [EP1 - EP2] Ougi Formula, Part One",nan,"Koyomi and Ougi find themselves trapped in a classroom, and the story shifts back to the point when Suruga introduces Ougi to Koyomi. Ougi approaches him with a mystery about a room not seen in the school's blueprints for them to investigate. When they enter the room, they find themselves trapped inside, leading them to their current situation. While talking about their predicament, the duo realize that the room is an oddity created by a traumatic memory from Koyomi's freshman years. Koyomi then tells Ougi that two years prior, the class president at his and Hitagi's class at the time, Sodachi Oikura, was looking for possible culprits of cheating on a math test, and would not allow any student to leave class until a culprit was found. Ougi surmises that they themselves won't be able to leave the room until the two-year-old mystery is solved.",1.0,4.0,nan,nan,nan,2015-10-04,nan,2015-01-01,nan,nan,nan,6955,nan,Nikki Soohoo,nan,nan,nan,nan,guestStars,0
4102,nan,Jon Polito,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4498,nan,Al Fann,nan,nan,nan,nan,guestStars,0
3193,The Prodigal Pretender,nan,nan,31.0,1.0,nan,nan,nan,1962-09-18,nan,1962-01-01,nan,nan,nan,3667,Feeling Friendless,nan,"Feeling alienated, Mary Jane allows her own party to be transformed into a media event. Niecy returns to Atlanta invigorated and ready to set her dreams in motion. Patrick becomes a montor to a rowdy activist.",14.0,4.0,2017-08-08,nan,0
3831,Feeling Tested,nan,"After learning she has a say in who replaces Garrett, Mary Jane questions Justin's overtures toward her; Kara helps Orlando in his transition from athlete to broadcaster.",20.0,4.0,nan,nan,nan,2017-09-19,nan,2017-01-01,nan,nan,nan,919,Feeling Tested,nan,"After learning she has a say in who replaces Garrett, Mary Jane questions Justin's overtures toward her; Kara helps Orlando in his transition from athlete to broadcaster.",20.0,4.0,2017-09-19,nan,1
5389,Sea Lamprey Exterminator,nan,"Mike helps the U.S. Fish and Wildlife Service in battling the sea lamprey population that threatens the fishing industry of the Great Lakes. Also, Mike makes meat gel to feed fish in Mandalay Bay Hotel and Casino's shark reef aquarium.",12.0,6.0,nan,nan,nan,2010-11-02,nan,2010-01-01,nan,nan,nan,2278,The Other Woman,nan,"To Carol's shock, Wilbur whispers the name of another woman in his sleep. After being mad and upset, she is relieved to learn that the name he mentioned was a female horse that Ed wanted him to buy for the barn..........and him Grrrrrr.",22.0,1.0,1961-06-04,nan,0
784,nan,Otto Zelenka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7748,Monty Rides Again,nan,Monty is nervous about trying skateboarding and begins wondering why some people just seem to have courage and others don't.,73.0,1.0,2017-11-01,nan,0
4089,nan,Ollie Johnston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3330,Pig Farmer,nan,"Pig farmer, removing chewing gum from sidewalks (New York City), pigeon droppings removal (New York City) ",3.0,1.0,2005-08-09,nan,0
1466,All Booked Up,nan,Book-hater Greg is forced by a mysterious librarian to endlessly relive a bunch of classic stories.,9.0,3.0,nan,nan,nan,1999-11-04,nan,1999-01-01,nan,nan,nan,2786,nan,Whitney Ransick,nan,nan,nan,nan,director,0
3998,nan,Jean-Luc Godard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,940,nan,Joe Glenn,nan,nan,nan,nan,guestStars,0
1308,nan,Vsevolod Larionov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3715,nan,Europe Harmon,nan,nan,nan,nan,guestStars,0
3312,Dirty Presidents,nan,Mike takes a look at what dirty jobs past presidents once performed. This Dirty Jobs Extravaganza will leave us all looking at the country in a new way.,20.0,4.0,nan,nan,nan,2008-11-04,nan,2008-01-01,nan,nan,nan,7541,Dirty Presidents,nan,Mike takes a look at what dirty jobs past presidents once performed. This Dirty Jobs Extravaganza will leave us all looking at the country in a new way. ,20.0,4.0,2008-11-04,nan,1
803,La Famiglia,nan,"Bayliss returns to duty to discover the bosses have renovated the squad room in an attempt to make everyone forget the tragedy of last May. Gharty and Ballard have also returned and Ballard debates about whether she should ask Falsone to the Lodge party. New detective, Rene Sheppard, tells her just to go for it. Seizing the opportunity, Lewis goes for it and asks Sheppard to the party; it seems that he and Barbara have separated and are on their way to divorce. Meanwhile, Falsone speculates if he should ask Sheppard to the party. The first case Bayliss catches, now partnered with Munch, involves the dismembered body of Angelo Faltislo, a friend of Gee's cousin, Mario Giardello. Stivers and Falsone's case is similar: Leo Grimaldi, another friend of Mario, is also found dead. When Gee goes to question cousin Mario, he finds Mario's body in the same condition as that of his friends. Gee's estranged son, Mike Giardello, an FBI agent in Arizona, returns for the funeral. Mike asks Falsone (w",1.0,7.0,nan,nan,nan,1998-09-25,nan,1998-01-01,nan,nan,nan,5443,nan,Jodie Foster,nan,nan,nan,nan,directors,0
2851,nan,Judith Barker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6877,nan,Talal Derki,nan,nan,nan,nan,directors,0
5926,nan,Roger Monk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5103,nan,David Kerr,nan,nan,nan,nan,directors,0
5823,nan,BBC Three,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GB,5088,nan,Neil Patrick Harris,nan,nan,nan,nan,guestStars,0
2680,nan,Michael Ohrenbach,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121,nan,Barry Levinson,nan,nan,nan,nan,director,0
3863,Das Wirtschaftswunder,nan,nan,2.0,1.0,nan,nan,nan,2012-09-18,nan,2012-01-01,nan,nan,nan,7192,Confession,nan,"'Kahlan and Richard respond to a letter from the leader of the resistance asking for help, members of the resistance have been dying by ''accident'' around him.Meanwhile Zedd goes to visit his family to pick up an object he needs.",11.0,1.0,2009-01-31,nan,0
4876,nan,Karleigh Chase,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2657,The Inheritance,nan,"Mr. Grant, owner and sole inhabitant of a small island on the Pacific, has been killed in strange circumstances. His young and pretty niece, recently arrived in Papeete, claims the inheritance. During the investigation, a mysterious character is discovered on the island.",12.0,3.0,1961-12-24,nan,0
4292,nan,Mary Ann Hennings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5463,Super Rider III ~ Daruma 7,nan,nan,38.0,1.0,2008-02-03,nan,0
4467,How I Got My Water Feature,nan,"It's 1998, and Ground Force is at its height and Simon feels a desperate need for a water feature. Meanwhile, the women of Melody Crescent feel a desperate need to 'sloshercise' with hunky training instructor Tiger. Elaine Paige makes a stunning appearance in Simon's imagination. Warning: contains showtunes.",3.0,2.0,nan,nan,nan,2009-11-27,nan,2009-01-01,nan,nan,nan,7080,How I Got My Water Feature,nan,"98 Ground Force is at its height and Simon feels a desperate need for a water feature. Meanwhile, the women of Melody Crescent feel a desperate need to 'sloshercise' with hunky training instructor Tiger. Elaine Paige makes a stunning appearance in Simon's imagination. Warning: contains showtunes.",3.0,2.0,2009-11-27,nan,1
