tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
963,nan,Kaarina Hazard,nan,nan,nan,1966-01-01,nan,nan,nan,"actress,writer,script_department",nan,5044,The Hero,nan,Larry plays the hero in the sky and underground; Jeff’s courtship of Ricky Gervais is sabotaged by a nosy waiter. ,6.0,8.0,2011-08-14,nan,0
4596,nan,Luke Ward-Wilkinson,nan,nan,nan,1992-01-01,nan,nan,nan,"actor,soundtrack",nan,2532,Chapter 4,nan,Francis shakes down the Congressional leadership. Zoe is offered the promotion of White House Correspondent and doesn't know if she should take it or not.,4.0,1.0,2013-02-01,nan,0
750,nan,Dawn Magowan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4346,nan,Larry Gilliard Jr.,nan,nan,nan,nan,guestStars,0
4342,nan,Kathleen Widdoes,nan,nan,nan,1939-01-01,nan,nan,nan,actress,nan,2345,Dubai,nan,"Baz and the mammies are in Dubai, where they plunge down a giant water slide, take to the skies on a tricycle and SCUBA dive in a shark-infested tank.",5.0,3.0,2016-10-24,nan,0
1338,Five by Eight by Eight,nan,11.0,1.0,nan,nan,nan,1962-01-01,"Drama,Sport,Western",nan,nan,6664,Town Gathering,nan,"Erin, who has a reputation for making up stories, discovers that no one will believe her when she discovers that the people proposing a new business deal to her mother are actually aliens planning to make a meal out of the townsfolk.",10.0,3.0,1999-11-11,nan,0
2427,nan,Christina Tam,nan,nan,nan,nan,nan,nan,nan,actress,nan,5409,The Good Killing,nan,nan,16.0,2.0,1961-01-30,nan,0
3512,nan,Jessica Shaw,nan,nan,nan,nan,nan,nan,nan,"actress,production_designer",nan,2836,Hand Walk ~ Super Daruma ~ Bamboo Derby,nan,nan,3.0,1.0,2008-02-03,nan,0
2378,nan,Michael York,nan,nan,nan,1942-01-01,nan,nan,nan,"actor,soundtrack,producer",nan,2836,Hand Walk ~ Super Daruma ~ Bamboo Derby,nan,nan,3.0,1.0,2008-02-03,nan,0
3596,nan,John Gielgud,nan,nan,2000-01-01,1904-01-01,nan,nan,nan,"actor,writer,director",nan,100,nan,Regis Harrington,nan,nan,nan,nan,guestStars,0
4857,The Years Between,nan,7.0,4.0,nan,nan,nan,1956-01-01,Drama,nan,30.0,4551,nan,Makayla Lysiak,nan,nan,nan,nan,guestStars,0
3118,nan,Wolf Englert,nan,nan,1997-01-01,1924-01-01,nan,nan,nan,"production_designer,art_director,set_decorator",nan,7355,nan,Director: Yoshio Takeuchi,nan,nan,nan,nan,actor,0
3790,nan,Frank Silvera,nan,nan,1970-01-01,1914-01-01,nan,nan,nan,actor,nan,7791,nan,June Diane Raphael,nan,nan,nan,nan,guestStars,0
3972,"Help Wanted, Male",nan,12.0,2.0,nan,nan,nan,2002-01-01,"Action,Drama,Mystery",nan,45.0,3399,"Help Wanted, Male",nan,"After Nero turns down a request for help, the man is murdered. More troubling than that is that now Wolf is the one being threatened. In order to buy some time Nero hires a body double, but will that be enough to keep him safe until he finds the killer?",12.0,2.0,2002-06-30,nan,1
3445,nan,Edward R. Murrow,nan,nan,1965-01-01,1908-01-01,nan,nan,nan,"producer,editor,writer",nan,818,nan,Scott Johnson,nan,nan,nan,nan,directors,0
268,Isaac Newton,nan,2.0,1.0,nan,nan,nan,2003-01-01,"Biography,Comedy,Documentary",nan,nan,3442,nan,Eliza Shin,nan,nan,nan,nan,guestStars,0
4222,The City That Bleeds,nan,12.0,3.0,nan,nan,nan,1995-01-01,"Crime,Drama,Mystery",nan,nan,1562,nan,Marilyn Maxwell,nan,nan,nan,nan,guestStars,0
488,nan,Galina Volchek,nan,nan,2019-01-01,1933-01-01,nan,nan,nan,"actress,director",nan,6517,nan,Andrew Davies,nan,nan,nan,nan,writers,0
1133,nan,Charles S. Dubin,nan,nan,2011-01-01,1919-01-01,nan,nan,nan,"director,producer,actor",nan,1134,nan,August Schellenberg,nan,nan,nan,nan,guestStars,0
3126,nan,Alex Dreier,nan,nan,2000-01-01,1916-01-01,nan,nan,nan,actor,nan,5732,nan,Don Medford,nan,nan,nan,nan,directors,0
114,Appointment at Tara-Bi,nan,1.0,3.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,3895,Parade Float Dismantler,nan,"Mike first goes to Pennsylvania at a coal processing plant and learns how to make coke, carbonized coal used to make iron which in turn is used to make steel. Mike then goes to Washington to an oyster shucking plant and works alongside a very dirty girl. Finally, Mike goes to Pasadena, CA to dismantle floats from the Tournament of Roses Parade.",8.0,2.0,2006-06-20,nan,0
3093,nan,Anton?n Sedl?k,nan,nan,nan,nan,nan,nan,nan,actor,nan,4484,Locked Up In Love,nan,"The 2001 murder of Bobbie Holder, who was lured by Tina Leja to her boyfriend Darnell Smith's home so that he and his brother Chaka could attack him. Holder was shot twice and stabbed about nine times, before his body was dismembered. Leja claimed she lived in fear of being killed by Darnell Smith, with whom she became involved in a relationship when he was in Stillwater prison where she was a guard.",5.0,2.0,2015-01-03,nan,0
4987,nan,Matt Reeves,nan,nan,nan,1966-01-01,nan,nan,nan,"producer,writer,director",nan,5450,nan,Matt Reeves,nan,nan,nan,nan,director,1
4983,Episode #3/Episode #4,nan,2.0,1.0,nan,nan,nan,1995-01-01,"Action,Adventure,Animation",nan,13.0,7411,As the sun returned its water to the small puppy,nan,nan,2.0,1.0,nan,nan,0
3303,nan,Ricardo Montalban,nan,nan,2009-01-01,1920-01-01,nan,nan,nan,"actor,soundtrack,director",nan,3082,nan,Phil Traill,nan,nan,nan,nan,directors,0
3382,nan,William D. Faralla,nan,nan,1999-01-01,1912-01-01,nan,nan,nan,"assistant_director,production_manager,producer",nan,24,nan,Nick Gomez,nan,nan,nan,nan,director,0
2386,nan,Libbie Block,nan,nan,1972-01-01,1910-01-01,nan,nan,nan,writer,nan,223,nan,Larry Charles,nan,nan,nan,nan,directors,0
755,nan,Claude Sautet,nan,nan,2000-01-01,1924-01-01,nan,nan,nan,"writer,director,assistant_director",nan,7233,nan,Eric Stoltz,nan,nan,nan,nan,guestStars,0
1495,nan,Harriet Pratt,nan,nan,nan,nan,nan,nan,nan,writer,nan,5098,nan,Elliott Arnold,nan,nan,nan,nan,writers,0
2132,Car Periscope,nan,8.0,8.0,nan,nan,nan,2011-01-01,Comedy,nan,30.0,3859,nan,Ellen Bergstr?m,nan,nan,nan,nan,guestStars,0
3621,nan,Hildy Brooks,nan,nan,nan,nan,nan,nan,nan,"actress,director,soundtrack",nan,7333,nan,Bill Stevenson,nan,nan,nan,nan,guestStars,0
1123,"Pu Yi, the Last Emperor",nan,nan,nan,nan,nan,nan,2008-01-01,Documentary,nan,104.0,2910,"Towards the Present, 1934-1984",nan,"Energy and alienation in Dylan Thomas, Robert Lowell, Philip Larkin, and Ted Hughes. Featured performers: Julian Glover, Anthony Hopkins, and Stacy Keach.",16.0,1.0,1984-12-09,nan,0
2022,Have a Conscience,nan,13.0,5.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,5139,All the Gory Details!,nan,A pair of newspaper reporters try to track down an old mad scientist.,6.0,2.0,1994-10-01,nan,0
3218,nan,Erich Neureuther,nan,nan,2020-01-01,1932-01-01,nan,nan,nan,"director,writer,actor",nan,708,nan,nan,nan,0.0,0.0,nan,nan,0
747,Hostage: Part 1,nan,1.0,5.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,3803,Jimmy Jones Rules,nan,Monty tries to convince his family that Jimmy Jones is more than just a cuddly pet.,70.0,1.0,2017-10-27,nan,0
3824,nan,Jim Boucher,nan,nan,nan,nan,nan,nan,nan,nan,nan,1658,nan,Joseph Abramo,nan,nan,nan,nan,guestStars,0
1570,nan,Madlyn Rhue,nan,nan,2003-01-01,1935-01-01,nan,nan,nan,"actress,soundtrack,miscellaneous",nan,194,nan,Madlyn Rhue,nan,nan,nan,nan,guestStars,1
3039,nan,Jaroslav Hasek,nan,nan,1923-01-01,1883-01-01,nan,nan,nan,writer,nan,4238,nan,Francis Bethencourt,nan,nan,nan,nan,guestStars,0
14,nan,Fredrik Svensson,nan,nan,nan,1990-01-01,nan,nan,nan,actor,nan,4703,nan,Ilona Dulaski,nan,nan,nan,nan,guestStars,0
1456,nan,Viktor Rozov,nan,nan,2004-01-01,1913-01-01,nan,nan,nan,writer,nan,5297,nan,Laura MacDonald,nan,nan,nan,nan,guestStars,0
1537,nan,William Froug,nan,nan,2013-01-01,1922-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,5084,Mayoi Jiangshi - Part 1,nan,"On August 20th, Koyomi Araragi left his home to deliver to Mayoi Hachikuji something she had forgotten, and bumped into the young shikigami girl Yotsugi Ononoki. Koyomi ended up buying Yotsugi a popsicle but was unable to find Mayoi. He realized upon coming home that he had not done any of the homework that he was supposed to do, yet tomorrow was already the day of the term opening ceremony.",6.0,3.0,2013-08-18,nan,0
4907,nan,Carl Franklin,nan,nan,nan,1949-01-01,nan,nan,nan,"actor,director,writer",nan,2579,nan,Conan O'Brien,nan,nan,nan,nan,guestStars,0
153,nan,Robert Dowdell,nan,nan,2018-01-01,1932-01-01,nan,nan,nan,"actor,camera_department",nan,3432,nan,Mark Griffin,nan,nan,nan,nan,guestStars,0
2251,nan,Max Showalter,nan,nan,2000-01-01,1917-01-01,nan,nan,nan,"actor,soundtrack,music_department",nan,891,Kiss Tomorrow Goodbye,nan,"Hays looks back at the aftermath of the 1980 Purcell case in West Finger, AR, including possible evidence left behind at the Devil's Den, an outdoor hangout for local kids. As attention focuses on two conspicuous suspects--Brett Woodard, a solitary vet and trash collector, and Ted LaGrange, an ex-con with a penchant for children--the parents of the missing kids, Tom and Lucy Purcell, receive a cryptic note from an anonymous source.",2.0,3.0,2019-01-13,nan,0
3603,nan,Ruby Goodwin,nan,nan,1961-01-01,1903-01-01,nan,nan,nan,actress,nan,1416,nan,Michael Chandler,nan,nan,nan,nan,guestStars,0
1906,nan,Christopher Dark,nan,nan,1971-01-01,1920-01-01,nan,nan,nan,actor,nan,1126,nan,Edgar Barrier,nan,nan,nan,nan,guestStars,0
4252,nan,Randy Williams,nan,nan,nan,nan,nan,nan,nan,nan,nan,4570,Tsubasa Cat - Part 5,nan,"'Araragi is confused after hearing that Hanekawa loved him as he heard from the bakeneko. After an arguing with the bakeneko that ''it was a mistake'', the bakaneko told him that there was another way to suppress the stress for good, to kill him. Araragi thinks that he could agree with that because he owed Hanekawa his life. But, Hitagi comes upon his mind and he chooses not to be killed. The bakeneko tells him that no one would help him in this situation. Araragi calls out Shinobu's name yelling for her help, and the vampire girl suddenly appears from Araragi's shadow. Everything is settled after Shinobu bites the bakeneko's neck and it reverts back to Hanekawa.The next day before school started, Araragi goes to Oshino's place to bring Shinobu back to him. It seems that nothing is left in the ruined cram school that used to be Oshino's place. After school, Araragi, Hitagi, Kanbaru and Hanekawa went back to Oshino's place searching for him. It seems he had left the place, making Araragi believe that Oshino believed he could handle the problems concerning Hanekawa and Shinobu. ",15.0,1.0,2010-06-25,nan,0
3401,nan,Robert McKimson,nan,nan,1977-01-01,1910-01-01,nan,nan,nan,"director,animation_department,writer",nan,7351,Uganda,nan,"Baz and the mammies head to Uganda, where they join a police K-9 unit, battle the white water of the Nile rapids and learn how to be local bus drivers.",6.0,3.0,2016-10-31,nan,0
1484,nan,Andy Jennings,nan,nan,nan,nan,nan,nan,nan,actor,nan,5785,S-I--SICK D-A--DAY,nan,"Dylan becomes Kenneth’s replacement for JJ when Kenneth also gets sick. Jimmy ends up doing well with Maya’s normal duties, but he tries to keep it from her to avoid her feeling bad. Meanwhile, JJ protects Dylan from a boy she’s interested in. And despite its illness, the family bands together and pulls an all-nighter to finish Ray’s school project.",13.0,1.0,2017-01-18,nan,0
3641,nan,Joseph Goebbels,nan,nan,1945-01-01,1897-01-01,nan,nan,nan,"writer,producer",nan,604,nan,Jeanne Chinn,nan,nan,nan,nan,guestStars,0
1004,nan,Paleface,nan,nan,nan,1978-01-01,nan,nan,nan,"soundtrack,actor,music_department",nan,4219,nan,Frederika Kesten,nan,nan,nan,nan,guestStars,0
4370,nan,Parley Baer,nan,nan,2002-01-01,1914-01-01,nan,nan,nan,"actor,soundtrack",nan,2522,nan,Sutton Roley,nan,nan,nan,nan,directors,0
5008,nan,G?nther Senftleben,nan,nan,1992-01-01,1925-01-01,nan,nan,nan,"cinematographer,camera_department",nan,1149,nan,Helen Hedman,nan,nan,nan,nan,guestStars,0
2903,nan,Carmela Hunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,6858,nan,Ted Danson,nan,nan,nan,nan,actor,0
4843,nan,Herbert Lytton,nan,nan,1981-01-01,1897-01-01,nan,nan,nan,actor,nan,2743,nan,Larry David,nan,nan,nan,nan,directors,0
5024,Well Digger,nan,4.0,3.0,nan,nan,nan,2007-01-01,Reality-TV,nan,44.0,5412,nan,Robert Sampson,nan,nan,nan,nan,guestStars,0
3712,nan,Stoyan Ganev,nan,nan,nan,nan,nan,nan,nan,"composer,producer",nan,4666,nan,Stuart Stone,nan,nan,nan,nan,guestStars,0
2947,nan,Peter Adams,nan,nan,1987-01-01,1917-01-01,nan,nan,nan,actor,nan,3433,Big and Small,nan,Monty is struggling to make a huge gift for Jimmy Jones and starts to wonder if the best things might come in small packages.,45.0,1.0,2017-05-05,nan,0
4974,nan,Deborah Moran,nan,nan,nan,nan,nan,nan,nan,"editor,editorial_department,miscellaneous",nan,4264,nan,Anna Jaller,nan,nan,nan,nan,guestStars,0
3896,nan,Ricardo Dalmacci,nan,nan,nan,1972-01-01,nan,nan,nan,actor,nan,4051,nan,nan,nan,13.0,1.0,2016-12-17,nan,0
3973,The Same Coin,nan,12.0,7.0,nan,nan,nan,1999-01-01,"Crime,Drama,Mystery",nan,nan,1573,nan,Anya Adams,nan,nan,nan,nan,directors,0
4774,nan,William Self,nan,nan,2010-01-01,1921-01-01,nan,nan,nan,"production_manager,producer,actor",nan,6333,Seeing Things,nan,"Under pressure to land a suspect in the Lange murder, Quesada warns Hart and Cohle that they might be replaced by three detectives from a new task force. The pair lobbies for extra time to follow up on a lead that takes them from a rural cathouse to an incinerated church. With his marriage to Maggie already strained by work, Hart finds respite away from home.",2.0,1.0,2014-01-19,nan,0
4238,nan,Len Doncheff,nan,nan,nan,nan,nan,nan,nan,actor,nan,7001,nan,Russell Andrews,nan,nan,nan,nan,guestStars,0
3821,Blood Ties: Part 3,nan,3.0,6.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,3804,The Backpacker Murders: Ivan Milat,nan,"The backpacker murder case in the Belanglo State Forest, south west of Sydney, has entered Australian criminal folklore. The brutal murders of seven young people, most of them overseas tourists hitchhiking around Australia, attracted international media attention. The remains of their bodies were uncovered in 1992. The arrest and conviction of Ivan Milat would catapult him to Australia's worst individual serial killer. It is believed that Milat was involved in several other killings and there is strong evidence that he didn't act alone.",4.0,1.0,2005-08-01,nan,0
1735,The Smoking Jacket,nan,6.0,5.0,nan,nan,nan,2005-01-01,Comedy,nan,30.0,801,nan,Michael Fields,nan,nan,nan,nan,director,0
1601,nan,Robert Bockstael,nan,nan,nan,nan,nan,nan,nan,"actor,director,writer",nan,733,The Invisible Hand of Fate,nan,"Billy Quizboy recovers the memories of his former life as a failed TV Quizboy, the loss of his hand and eye in a dogfight, his recruitment into the OSI, and his first mission as a spy.",3.0,3.0,2008-06-15,nan,0
1820,nan,Ari Magder,nan,nan,2012-01-01,1983-01-01,nan,nan,nan,actor,nan,7009,nan,Trisha Debski,nan,nan,nan,nan,guestStars,0
5078,I Want to Get Married,nan,7.0,6.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,7187,nan,Emma Kidd,nan,nan,nan,nan,guestStars,0
1703,nan,William Frawley,nan,nan,1966-01-01,1887-01-01,nan,nan,nan,"actor,soundtrack",nan,3492,nan,Collins Harris,nan,nan,nan,nan,guestStars,0
4712,The Demon and Mrs. Devon,nan,10.0,5.0,nan,nan,nan,1958-01-01,Drama,nan,30.0,2119,nan,Steven Pierce,nan,nan,nan,nan,guestStars,0
3168,nan,Walter Slezak,nan,nan,1983-01-01,1902-01-01,nan,nan,nan,"actor,soundtrack,writer",nan,722,nan,Ron McCants,nan,nan,nan,nan,writers,0
4154,Show Me a Hero,nan,6.0,3.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,2073,Monster Rancher,nan,"Matthew takes Lisa on a date. The office has trouble adapting to a new intern, Mr. James' nephew, Walt.",19.0,4.0,1998-04-15,nan,0
3175,The Doll,nan,7.0,2.0,nan,nan,nan,2001-01-01,Comedy,nan,30.0,3752,nan,nan,nan,3.0,1.0,2016-12-07,nan,0
4904,Jacques P?pin: Fast Food My Way,nan,nan,nan,nan,nan,nan,2004-01-01,Family,nan,30.0,3278,nan,P?ivi Uljas,nan,nan,nan,nan,guestStars,0
5017,nan,Mark Fielder,nan,nan,nan,nan,nan,nan,nan,"producer,director,writer",nan,7056,nan,Stephen Kearin,nan,nan,nan,nan,guestStars,0
328,nan,William W. Spencer,nan,nan,2007-01-01,1921-01-01,nan,nan,nan,"cinematographer,camera_department",nan,2152,nan,Danielle Cormack,nan,nan,nan,nan,guestStars,0
1833,nan,Keith Silverstein,nan,nan,nan,1970-01-01,nan,nan,nan,"actor,sound_department,miscellaneous",nan,1462,nan,Gene Oswald,nan,nan,nan,nan,director,0
4445,nan,Alberto Alessi,nan,nan,nan,nan,nan,nan,nan,composer,nan,415,nan,Dan Kinsella,nan,nan,nan,nan,guestStars,0
4922,Bell Maker,nan,25.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,44.0,790,Bell Maker,nan,'Mike Rowe rolls up his sleeve and gets dirty making giant bells at the McShane Bell Foundry. Mike also gets down and dirty with the US Army Corps of Engineers as they conduct yearly maintenance on a hurricane barrier that was raised from the oceans floor.,19.0,2.0,2006-12-12,nan,1
3945,nan,Edward Andrews,nan,nan,1985-01-01,1914-01-01,nan,nan,nan,"actor,soundtrack",nan,7175,nan,Joseph Wiseman,nan,nan,nan,nan,guestStars,0
4727,nan,Denver Pyle,nan,nan,1997-01-01,1920-01-01,nan,nan,nan,"actor,director,soundtrack",nan,4434,Hongkou Park,nan,"Won Bong and Young Jin meet with Du Wol Seong, the boss of Cheongbang, and ask for his help in evacuating Kim Gu after the revolt in two days. Meanwhile, Fukuda and his Special Duty Team One arrive in Shanghai where he tells only Matsuura of his secret order of delivering Lee Young Jin alive.",29.0,1.0,2019-06-22,nan,0
2430,The Brothers Gruff,nan,9.0,2.0,nan,nan,nan,1994-01-01,"Animation,Comedy,Fantasy",nan,21.0,1653,nan,Michael Whaley,nan,nan,nan,nan,writers,0
3014,nan,Irwin Winehouse,nan,nan,1966-01-01,1922-01-01,nan,nan,nan,writer,nan,1058,nan,Jerry Hauck,nan,nan,nan,nan,guestStars,0
4818,Alpaca Shearer,nan,20.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,44.0,2358,About Nature with Markku Wilenius,nan,nan,4.0,1.0,2013-09-18,nan,0
4483,nan,John Alderson,nan,nan,2006-01-01,1916-01-01,nan,nan,nan,"actor,soundtrack",nan,1170,nan,Cady Huffman,nan,nan,nan,nan,guestStars,0
3648,Incident in Suva,nan,12.0,2.0,nan,nan,nan,1960-01-01,Adventure,nan,48.0,2217,Episode 3,nan,nan,3.0,3.0,2019-03-15,nan,0
2218,nan,Jim Thomas,nan,nan,nan,nan,nan,nan,nan,"writer,producer,location_management",nan,3638,Ricky Gervais Meets Larry David,nan,nan,30.0,0.0,2006-01-05,nan,0
469,Parent's Night,nan,nan,nan,nan,nan,nan,2000-01-01,"Horror,Thriller",nan,48.0,656,Mannequin Factory,nan,"Mike helps break down some homes at the Windsorland Mobile Home Park to make room for a new shopping center. Next, he heads to Patina-V where he learns the art involved in creating a mannequin. ",21.0,4.0,2008-11-11,nan,0
1236,nan,Richard L. Bare,nan,nan,2015-01-01,1913-01-01,nan,nan,nan,"director,writer,producer",nan,834,Chapter 13,nan,"Frank scrambles to keep his plan on track. Gillian is planning to sue Claire. Zoe, Janine, and Lucas investigate Rachel Posner and her relationship with Peter Russo.",13.0,1.0,2013-02-01,nan,0
701,nan,Andy Ackerman,nan,nan,nan,nan,nan,nan,nan,"director,producer,editor",nan,5085,nan,Terry Hinz,nan,nan,nan,nan,guestStars,0
4808,The Complaint,nan,3.0,1.0,nan,nan,nan,2005-01-01,Comedy,nan,nan,5305,Abduction,nan,"A four-year-old boy is abducted while riding a merry-go-round in the park under the supervision of his mother. The Homicide unit, which helps in the investigation of all child abductions, is called in and Falsone is the primary. When the boy's father has an alibi that checks out, the detectives beginning to check on known pedophiles and later they receive a call from the possible kidnapper. When that doesn't pan out, they start over. The host of a nationwide television program, This Weeks Wanted, suggests that they hypnotize the little girl who was riding on the horse next to the boy. Hypnosis reveals a partial plate number and that leads to a lucky break. Ballard and Stivers discuss motherhood and Falsone checks on his son.",17.0,6.0,1998-03-27,nan,0
596,nan,Don Bagley,nan,nan,nan,nan,nan,nan,nan,actor,nan,1629,nan,James Yoshimura,nan,nan,nan,nan,directors,0
2262,nan,Ona Grandey,nan,nan,nan,nan,nan,nan,nan,actress,nan,1761,nan,Jacqueline Scott,nan,nan,nan,nan,guestStars,0
2377,Guess Who's Coming to State Dinner?,nan,9.0,2.0,nan,nan,nan,2006-01-01,"Action,Adventure,Animation",nan,22.0,7537,Guess Who's Coming to State Dinner?,nan,"When the Gargantua-1 Space Station breaks orbit and crashes into a wanted terrorist, Colonel Bud Manstrong becomes a national hero.  But did it really happen or is Bud's mother, the indomitable Mrs. Manstrong, behind an insidious plot to assassinate the President?  The mysterious blinking band aid on Bud's head might be the key to a mystery only the ghost of Abraham Lincoln and Team Venture can solve.",9.0,2.0,2006-09-10,nan,1
1996,nan,Reginald Owen,nan,nan,1972-01-01,1887-01-01,nan,nan,nan,"actor,soundtrack,writer",nan,2648,nan,Dixie Perkinson,nan,nan,nan,nan,guestStars,0
3070,nan,Slammy,nan,nan,nan,nan,nan,nan,nan,"editor,miscellaneous,editorial_department",nan,7296,Episode 8,nan,nan,8.0,2.0,2017-08-22,nan,0
1373,nan,James Olson,nan,nan,1999-01-01,1930-01-01,nan,nan,nan,"actor,soundtrack",nan,6731,nan,Jordan Orr,nan,nan,nan,nan,guestStars,0
1487,"Be Good, Smile Pretty",nan,5.0,5.0,nan,nan,nan,2003-01-01,Documentary,nan,52.0,3393,nan,Netflix,nan,nan,nan,nan,nan,0
4452,nan,Eddie Albert,nan,nan,2005-01-01,1906-01-01,nan,nan,nan,"actor,soundtrack,producer",nan,3647,Koyomi Flower,nan,nan,22.0,0.0,2016-01-16,nan,0
4828,nan,Tita Purdom,nan,nan,nan,nan,nan,nan,nan,actress,nan,5641,The Freak Book,nan,Larry is unrattled by a book about freaks and a bad chauffeur.,5.0,6.0,2007-10-07,nan,0
4709,nan,Dave B. Mitchell,nan,nan,nan,1969-01-01,nan,nan,nan,"actor,sound_department,miscellaneous",nan,1731,nan,R.D. Reid,nan,nan,nan,nan,actor,0
1126,nan,Heath Banks,nan,nan,nan,1974-01-01,nan,nan,nan,"miscellaneous,production_manager,producer",nan,6543,The Serpent in the Garden,nan,nan,26.0,2.0,1961-04-17,nan,0
3586,nan,Robert Sampson,nan,nan,2020-01-01,1933-01-01,nan,nan,nan,actor,nan,2828,nan,Ali Jahangiri,nan,nan,nan,nan,guestStars,0
1299,nan,Richard Abbott,nan,nan,1986-01-01,1899-01-01,nan,nan,nan,actor,nan,3197,nan,Matrio DeLeon,nan,nan,nan,nan,guestStars,0
3701,Valentine's Day,nan,16.0,5.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,4872,Valentine's Day,nan,"Brodie suggests that a classmate of his named Schack should be a suspect in the death of the student that Munch believes committed suicide. Frank and Mary meet with their marriage counselor and they begin to air some issues. Bayliss and Kellerman try to link together two deadly bombings. Schack attacks Brodie, but he can't prove it. He does offer a way to get Schack to admit to the murder. Frank tells Mary that he will agree to getting Olivia baptized. Mike connects the two bombings; the victims were both connected through the death of the Korean grocer who was murdered by a man who worked for Luther Mahoney. They suspect that there may be more bombs, including one at the courthouse where Meldrick and Julianna are waiting to meet with Judge Aandahl and Danvers, both of who were associated with the Korean grocer case. Frank arrives late to the baptism; Mary takes this as a sign and tells him she is leaving him for a while.",16.0,5.0,1997-02-14,nan,1
2164,Hitagi kurabu sono ichi,nan,1.0,1.0,nan,nan,nan,2009-01-01,"Action,Animation,Comedy",nan,25.0,110,nan,Terike Haapoja,nan,nan,nan,nan,guestStars,0
1783,nan,Jean de Segonzac,nan,nan,nan,nan,nan,nan,nan,"director,cinematographer,camera_department",nan,218,nan,Nic Pizzolatto,nan,nan,nan,nan,writers,0
1478,Chapter 19,nan,6.0,2.0,nan,nan,nan,2014-01-01,Drama,nan,52.0,6219,Chapter 19,nan,"Amidst an energy crisis, Francis and Tusk end their shaky alliance. Lucas must make a difficult choice. Stamper grows closer to Rachel.",6.0,2.0,2014-02-14,nan,1
4362,nan,Nicholas Gecks,nan,nan,nan,1952-01-01,nan,nan,nan,"actor,writer",nan,5953,nan,Ben Carroll,nan,nan,nan,nan,guestStars,0
3934,nan,Jennie Lynn,nan,nan,nan,1946-01-01,nan,nan,nan,actress,nan,7180,nan,Mark Stein,nan,nan,nan,nan,writers,0
4651,nan,Helen Rittell,nan,nan,nan,nan,nan,nan,nan,writer,nan,3822,nan,John Mortimer,nan,nan,nan,nan,writers,0
1174,Episode #2.1,nan,1.0,2.0,nan,nan,nan,1999-01-01,Drama,nan,20.0,1398,nan,Jerry Seinfeld,nan,nan,nan,nan,guestStars,0
4197,nan,Sheldon Allman,nan,nan,2002-01-01,1924-01-01,nan,nan,nan,"actor,music_department,soundtrack",nan,1774,nan,Carlos Antonio,nan,nan,nan,nan,guestStars,0
208,nan,Oscar Zia,nan,nan,nan,1996-01-01,nan,nan,nan,actor,nan,4395,nan,Al Pitcher,nan,nan,nan,nan,guestStars,0
655,nan,Eric Cleworth,nan,nan,1999-01-01,1920-01-01,nan,nan,nan,"animation_department,writer,director",nan,2065,nan,Mara Brock Akil,nan,nan,nan,nan,writers,0
610,Sawtucket Festival,nan,2.0,1.0,nan,nan,nan,1957-01-01,Adventure,nan,30.0,4964,nan,Pihla Viitala,nan,nan,nan,nan,guestStars,0
3400,nan,Mortimer Braus,nan,nan,1988-01-01,1907-01-01,nan,nan,nan,writer,nan,7687,nan,Sakina Jaffrey,nan,nan,nan,nan,actor,0
1204,nan,Armando Ferrer,nan,nan,nan,nan,nan,nan,nan,"music_department,composer",nan,5909,nan,Malcolm Smith,nan,nan,nan,nan,guestStars,0
247,Fix It Mum and Dad,nan,43.0,1.0,nan,nan,nan,2017-01-01,"Animation,Comedy,Family",nan,nan,3171,The Prophecy,nan,"One dark and stormay night, a gypsy name Nasica predicts a deal going down between Black Jack and someone else. But after a lightning her trailer her crystal ball lets her see something dangerous in store for Electro City. When Black Jack discovers her authenticity, he sends Spade and Diamond after her. She runs into the basement of the Ring Theatre and hides in a storage box while Ace is performing his show. She may have escaped but not before Spade and Diamond cause trouble for Ace and Cosmo during the performance. Ace and Cosmo later find Nasica in the Magic Express, and she explains the situation. Ace has a hard time believing her story, but one piece at a time the strange story begins to get together: First the dangerous subtance in a storage box turns out to be strotium, a radium block which at present is unstable and lethal. Second, the way the city is the contaminated is by the water supply, which leads to one of the city reservoirs. Finally, Ace notices Black Jack and Dr. Park",6.0,1.0,1999-04-03,nan,0
